Titre,Auteurs,Année,Source,Citations,DOI,Lien,Terme_recherche
Stability of Tissue Augmented with Deproteinized Bovine Bone Mineral Particles Associated with Implant Placement in Anterior Maxilla.,"Kamadjaja DB, Sumarta NPM, Rizqiawan A.",2019,Case Rep Dent,None,10.1155/2019/5431752,https://europepmc.org/article/MED/31885940,"""cerabone"""
Multidisciplinary oral rehabilitation of an adolescent suffering from juvenile Gorlin-Goltz syndrome - a case report.,"Nilius M, Kohlhase J, Lorenzen J, Lauer G, Schulz MC.",2019,Head Face Med,None,10.1186/s13005-019-0189-5,https://europepmc.org/article/MED/30736811,"""cerabone"""
Challenges in computational fluid dynamics applications for bone tissue engineering.,"Pires T, Dunlop JWC, Fernandes PR, Castro APG.",2022,Proc Math Phys Eng Sci,None,10.1098/rspa.2021.0607,https://europepmc.org/article/MED/35153613,"""cerabone"""
Dental Implants in Sjögren Syndrome.,"Daneshparvar H, Esfahanizadeh N, Vafadoost R.",2020,Eur J Transl Myol,None,10.4081/ejtm.2019.8811,https://europepmc.org/article/MED/32782758,"""cerabone"""
Apical surgery failures: Extraction or re-surgery? Report of five cases.,"Torul D, Kurt S, Kamberoglu K.",2018,J Dent Res Dent Clin Dent Prospects,None,10.15171/joddd.2018.018,https://europepmc.org/article/MED/30087762,"""cerabone"""
Immediate implant placement following tooth extraction with simultaneous lateral sinus augmentation: a retrospective clinical study after at least 1 year of loading.,"Kim BJ, Kim CH, Kim JH.",2021,Int J Implant Dent,None,10.1186/s40729-021-00377-0,https://europepmc.org/article/MED/34528155,"""cerabone"""
Comparison of Regenerative Potential of Platelet-rich Fibrin Alone and in Combination with Bovine Bone Graft in Intraosseous Defect by Single Flap Approach: A Clinical and Radiographic Study.,"Thakkar B, Chandran S, Vishnoi S, Nadig P, Raval R, Doshi P.",2020,J Int Soc Prev Community Dent,None,10.4103/jispcd.jispcd_200_19,https://europepmc.org/article/MED/33437708,"""cerabone"""
Lateral Ramus Cortical Bone Plate in Alveolar Cleft Osteoplasty with Concomitant Use of Buccal Fat Pad Derived Cells and Autogenous Bone: Phase I Clinical Trial.,"Khojasteh A, Kheiri L, Behnia H, Tehranchi A, Nazeman P, Nadjmi N, Soleimani M.",2017,Biomed Res Int,None,10.1155/2017/6560234,https://europepmc.org/article/MED/29379800,"""cerabone"""
Success of Xenografts in Alveolar Ridge Preservation Based on Histomorphometric Outcomes.,"Khan RS, Aslam M, Ucer C, Wright S.",2023,Dent J (Basel),None,10.3390/dj11090215,https://europepmc.org/article/MED/37754335,"""cerabone"""
"Clinical, radiographical and histological evaluation of alveolar ridge preservation with an autogenous tooth derived particulate graft in EDS class 3-4 defects.","Radoczy-Drajko Z, Windisch P, Svidro E, Tajti P, Molnar B, Gerber G.",2021,BMC Oral Health,None,10.1186/s12903-021-01429-y,https://europepmc.org/article/MED/33573644,"""cerabone"""
Biomaterials for Periodontal and Peri-Implant Regeneration.,"Mancini L, Romandini M, Fratini A, Americo LM, Panda S, Marchetti E.",2021,Materials (Basel),None,10.3390/ma14123319,https://europepmc.org/article/MED/34203989,"""cerabone"""
Physicochemical Characterization of Five Different Bone Graft Substitutes Used in Periodontal Regeneration: An <i>In Vitro</i> Study.,"Anil A, Sadasivan A, Koshi E.",2020,J Int Soc Prev Community Dent,None,10.4103/jispcd.jispcd_263_20,https://europepmc.org/article/MED/33282774,"""cerabone"""
The long-term risks and complications of bovine-derived xenografts: A case series.,"Rodriguez AE, Nowzari H.",2019,J Indian Soc Periodontol,None,10.4103/jisp.jisp_656_18,https://europepmc.org/article/MED/31543624,"""cerabone"""
Preliminary Study with the Use of a Titanium Mesh as Space Maker and Implant Primary Stabilization for One-Stage Sinus Lift in Cases with Less Than 1.5 mm Residual Bone.,"Filipov I, Bolognesi F, Chirila L, Cristache CM, Corinaldesi G, Park KB.",2021,J Clin Med,None,10.3390/jcm10214853,https://europepmc.org/article/MED/34768375,"""cerabone"""
Extramaxillary Zygomatic Implants: An Alternative Approach for the Reconstruction of the Atrophic Maxilla.,"Blanc O, Shilo D, Weitman E, Capucha T, Rachmiel A.",2020,Ann Maxillofac Surg,None,10.4103/ams.ams_157_19,https://europepmc.org/article/MED/32855928,"""cerabone"""
"Accuracy of half-guided implant placement with machine-driven or manual insertion: a prospective, randomized clinical study.","Orban K, Varga E, Windisch P, Braunitzer G, Molnar B.",2022,Clin Oral Investig,None,10.1007/s00784-021-04087-0,https://europepmc.org/article/MED/34401946,"""cerabone"""
Does Platelet-Rich Fibrin Enhance the Early Angiogenetic Potential of Different Bone Substitute Materials? An In Vitro and In Vivo Analysis.,"Blatt S, Thiem DGE, Pabst A, Al-Nawas B, Kämmerer PW.",2021,Biomedicines,None,10.3390/biomedicines9010061,https://europepmc.org/article/MED/33435244,"""cerabone"""
Manufacturing artificial bone allografts: a perspective.,"Steijvers E, Ghei A, Xia Z.",2022,Biomater Transl,None,10.12336/biomatertransl.2022.01.007,https://europepmc.org/article/MED/35837344,"""cerabone"""
"Apical approach in periodontal reconstructive surgery with enamel matrix derivate and enamel matrix derivate plus bone substitutes: a randomized, controlled clinical trial.","Moreno Rodríguez JA, Ortiz Ruiz AJ.",2022,Clin Oral Investig,None,10.1007/s00784-021-04256-1,https://europepmc.org/article/MED/34791548,"""cerabone"""
Current Stage of Marine Ceramic Grafts for 3D Bone Tissue Regeneration.,"Diaz-Rodriguez P, López-Álvarez M, Serra J, González P, Landín M.",2019,Mar Drugs,None,10.3390/md17080471,https://europepmc.org/article/MED/31443166,"""cerabone"""
Alveolar ridge preservation in defect sockets in the maxillary aesthetic zone followed by single-tooth bone level tapered implants with immediate provisionalization: a 1-year prospective case series.,"Meijndert CM, Raghoebar GM, Vissink A, Meijer HJA.",2021,Int J Implant Dent,None,10.1186/s40729-021-00292-4,https://europepmc.org/article/MED/33604747,"""cerabone"""
Bioactive Glasses: Frontiers and Challenges.,"Hench LL, Jones JR.",2015,Front Bioeng Biotechnol,None,10.3389/fbioe.2015.00194,https://europepmc.org/article/MED/26649290,"""cerabone"""
Conservative Socket Regeneration with Buccal Wall Defect Using Guided Tissue.,Al-Juboori MJ.,2016,Open Dent J,None,10.2174/1874210601610010561,https://europepmc.org/article/MED/27857817,"""cerabone"""
Bone grafting materials in dentoalveolar reconstruction: A comprehensive review.,"Titsinides S, Agrogiannis G, Karatzas T.",2019,Jpn Dent Sci Rev,None,10.1016/j.jdsr.2018.09.003,https://europepmc.org/article/MED/30733842,"""cerabone"""
Outcomes of dental implants in young patients with congenital versus non-congenital missing teeth.,"Al Najam Y, Tahmaseb A, Wiryasaputra D, Wolvius E, Dhamo B.",2021,Int J Implant Dent,None,10.1186/s40729-021-00362-7,https://europepmc.org/article/MED/34423396,"""cerabone"""
"Bone Grafts in Dental Medicine: An Overview of Autografts, Allografts and Synthetic Materials.",Ferraz MP.,2023,Materials (Basel),None,10.3390/ma16114117,https://europepmc.org/article/MED/37297251,"""cerabone"""
Digital vs. conventional workflow for one-abutment one-time immediate restoration in the esthetic zone: a randomized controlled trial.,"Hanozin B, Li Manni L, Lecloux G, Bacevic M, Lambert F.",2022,Int J Implant Dent,None,10.1186/s40729-022-00406-6,https://europepmc.org/article/MED/35129763,"""cerabone"""
Successful treatment of a large implant periapical lesion that caused paraesthesia and perimandibular abscess.,"Jafarian M, Rayati F, Najafi E.",2016,Dent Res J (Isfahan),None,10.4103/1735-3327.178211,https://europepmc.org/article/MED/27076835,"""cerabone"""
"XXXIV National Congress and XXVII International Congress of the Spanish Implant Society, Vigo, Spain. September 26 - 28, 2024. Proceedings and Abstract.",Non disponible,2024,Med Oral Patol Oral Cir Bucal,None,10.4317/medoral.1122335667802,https://europepmc.org/article/MED/39277857,"""cerabone"""
Alveolar ridge augmentation using the shell technique with allogeneic and autogenous bone plates in a split-mouth design-A retrospective case report from five patients.,"Tunkel J, de Stavola L, Kloss-Brandstätter A.",2021,Clin Case Rep,None,10.1002/ccr3.3626,https://europepmc.org/article/MED/33598278,"""cerabone"""
Presurgical Cone Beam Computed Tomography Bone Quality Evaluation for Predictable Immediate Implant Placement and Restoration in Esthetic Zone.,Cristache CM.,2017,Case Rep Dent,None,10.1155/2017/1096365,https://europepmc.org/article/MED/28321342,"""cerabone"""
Open-Healing Socket Preservation with a Novel Dense Polytetrafluoroethylene (dPTFE) Membrane: A Retrospective Clinical Study.,"Zafiropoulos GG, Kačarević ZP, Qasim SSB, Trajkovski B.",2020,Medicina (Kaunas),None,10.3390/medicina56050216,https://europepmc.org/article/MED/32354120,"""cerabone"""
"Development, <i>In-Vitro</i> Characterization and <i>In-Vivo</i> Osteoinductive Efficacy of a Novel Biomimetically-Precipitated Nanocrystalline Calcium Phosphate With Internally-Incorporated Bone Morphogenetic Protein-2.","Xu G, Shen C, Lin H, Zhou J, Wang T, Wan B, Binshabaib M, Forouzanfar T, Xu G, Alharbi N, Wu G.",2022,Front Bioeng Biotechnol,None,10.3389/fbioe.2022.920696,https://europepmc.org/article/MED/35935495,"""cerabone"""
"The Effect of Low-Temperature Thermal Processing on Bovine Hydroxyapatite Bone Substitutes, toward Bone Cell Interaction and Differentiation.","Porter GC, Abdelmoneim D, Li KC, Duncan WJ, Coates DE.",2022,Materials (Basel),None,10.3390/ma15072504,https://europepmc.org/article/MED/35407837,"""cerabone"""
Biocompatible Materials in Otorhinolaryngology and Their Antibacterial Properties.,"Spałek J, Ociepa P, Deptuła P, Piktel E, Daniluk T, Król G, Góźdź S, Bucki R, Okła S.",2022,Int J Mol Sci,None,10.3390/ijms23052575,https://europepmc.org/article/MED/35269718,"""cerabone"""
Possible Implications for Improved Osteogenesis? The Combination of Platelet-Rich Fibrin With Different Bone Substitute Materials.,"Blatt S, Thiem DGE, Kyyak S, Pabst A, Al-Nawas B, Kämmerer PW.",2021,Front Bioeng Biotechnol,None,10.3389/fbioe.2021.640053,https://europepmc.org/article/MED/33816452,"""cerabone"""
The Effects of Platelet-Rich Fibrin in the Behavior of Mineralizing Cells Related to Bone Tissue Regeneration-A Scoping Review of In Vitro Evidence.,"de Lima Barbosa R, Stellet Lourenço E, de Azevedo Dos Santos JV, Rodrigues Santiago Rocha N, Mourão CF, Alves GG.",2023,J Funct Biomater,None,10.3390/jfb14100503,https://europepmc.org/article/MED/37888168,"""cerabone"""
Evaluation of air polishing with a sterile powder and mechanical debridement during regenerative surgical periimplantitis treatment: a study in dogs.,"Solderer A, Pippenger BE, Donnet M, Wiedemeier D, Ramenzoni LL, Schmidlin PR.",2021,Clin Oral Investig,None,10.1007/s00784-020-03572-2,https://europepmc.org/article/MED/32914269,"""cerabone"""
Involvement of the maxillary sinus ostium (MSO) in the edematous processes after sinus floor augmentation: a cone-beam computed tomographic study.,"Sakuma S, Ferri M, Imai H, Fortich Mesa N, Blanco Victorio DJ, Apaza Alccayhuaman KA, Botticelli D.",2020,Int J Implant Dent,None,10.1186/s40729-020-00233-7,https://europepmc.org/article/MED/32743707,"""cerabone"""
[Research and application progress of bioactive glass in bone repair].,"Jiang D, Jia W, Zhang C.",2017,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,None,10.7507/1002-1892.201705093,https://europepmc.org/article/MED/29806397,"""cerabone"""
Comparison of Two Xenograft Materials Used in Sinus Lift Procedures: Material Characterization and In Vivo Behavior.,"Ramírez Fernández MP, Mazón P, Gehrke SA, Calvo-Guirado JL, De Aza PN.",2017,Materials (Basel),None,10.3390/ma10060623,https://europepmc.org/article/MED/28772984,"""cerabone"""
SEM-EDX Study of the Degradation Process of Two Xenograft Materials Used in Sinus Lift Procedures.,"Ramírez Fernández MP, Gehrke SA, Pérez Albacete Martinez C, Calvo Guirado JL, de Aza PN.",2017,Materials (Basel),None,10.3390/ma10050542,https://europepmc.org/article/MED/28772900,"""cerabone"""
"Customized 3D-Printed Mesh, Membrane, Bone Substitute, and Dental Implant Applied to Guided Bone Regeneration in Oral Implantology: A Narrative Review.","Di Spirito F, Giordano F, Di Palo MP, Ferraro C, Cecere L, Frucci E, Caggiano M, Lo Giudice R.",2024,Dent J (Basel),None,10.3390/dj12100303,https://europepmc.org/article/MED/39452431,"""cerabone"""
Reconstruction of advanced bone defect associated with severely compromised maxillary anterior teeth in aggressive periodontitis: a case report.,"Kamil W, Al Bayati L, Hussin AS, Hassan H.",2015,J Med Case Rep,None,10.1186/s13256-015-0677-6,https://europepmc.org/article/MED/26404671,"""cerabone"""
Cortical lamina technique: A therapeutic approach for lateral ridge augmentation using guided bone regeneration.,"Deepika-Penmetsa SL, Thomas R, Baron TK, Shah R, Mehta DS.",2017,J Clin Exp Dent,None,10.4317/jced.53008,https://europepmc.org/article/MED/28149458,"""cerabone"""
Glass-Ceramics in Dentistry: A Review.,"Fu L, Engqvist H, Xia W.",2020,Materials (Basel),None,10.3390/ma13051049,https://europepmc.org/article/MED/32110874,"""cerabone"""
Autologous Tooth Graft: Innovative Biomaterial for Bone Regeneration. Tooth Transformer<sup>®</sup> and the Role of Microbiota in Regenerative Dentistry. A Systematic Review.,"Inchingolo AM, Patano A, Di Pede C, Inchingolo AD, Palmieri G, de Ruvo E, Campanelli M, Buongiorno S, Carpentiere V, Piras F, Settanni V, Viapiano F, Hazballa D, Rapone B, Mancini A, Di Venere D, Inchingolo F, Fatone MC, Palermo A, Minetti E, Lorusso F, Scarano A, Sauro S, Tartaglia GM, Bordea IR, Dipalma G, Malcangi G.",2023,J Funct Biomater,None,10.3390/jfb14030132,https://europepmc.org/article/MED/36976056,"""cerabone"""
Management of acute maxillary sinusitis after sinus bone grafting procedures with simultaneous dental implants placement - a retrospective study.,"Chirilă L, Rotaru C, Filipov I, Săndulescu M.",2016,BMC Infect Dis,None,10.1186/s12879-016-1398-1,https://europepmc.org/article/MED/27169511,"""cerabone"""
Hard tissue regeneration using bone substitutes: an update on innovations in materials.,"Sarkar SK, Lee BT.",2015,Korean J Intern Med,None,10.3904/kjim.2015.30.3.279,https://europepmc.org/article/MED/25995658,"""cerabone"""
Time-domain THz spectroscopy of the characteristics of hydroxyapatite provides a signature of heating in bone tissue.,"Plazanet M, Tasseva J, Bartolini P, Taschin A, Torre R, Combes C, Rey C, Di Michele A, Verezhak M, Gourrier A.",2018,PLoS One,None,10.1371/journal.pone.0201745,https://europepmc.org/article/MED/30138314,"""cerabone"""
Effect of three different grafting materials on immediate implant placement using vestibular socket therapy in class II extraction sockets in the maxillary esthetic zone: a randomized controlled clinical trial.,Hamed MM; El-Tonsy MM; Elaskary A; Abdelaziz GO; Saeed SS; Elfahl BN,2023,BMC Oral Health,NC,10.1186/s12903-023-03345-9,https://pubmed.ncbi.nlm.nih.gov/37658342/,"""mineross"""
The Effect of Laser-Lok Abutments on Fiber Orientation and Buccal Bone Remodeling: A Histomorphometric Study.,Martins de Barros RR; Provinciatti MM; Muglia VA; Novaes AB Jr,2020,Int J Periodontics Restorative Dent,NC,10.11607/prd.4426,https://pubmed.ncbi.nlm.nih.gov/31815976/,"""mineross"""
Comparative Efficacy of Commonly Available Human Bone Graft Substitutes as Tested for Posterolateral Fusion in an Athymic Rat Model.,Bhamb N; Kanim LEA; Drapeau S; Mohan S; Vasquez E; Shimko D; McKAY W; Bae HW,2019,Int J Spine Surg,NC,10.14444/6059,https://pubmed.ncbi.nlm.nih.gov/31745449/,"""mineross"""
Histologic Evaluation of the Bone Regeneration Capacities of Bio-Oss and MinerOss X in Rabbit Calvarial Defects.,Esfahanizadeh N; Daneshparvar P; Takzaree N; Rezvan M; Daneshparvar N,2019,Int J Periodontics Restorative Dent,NC,10.11607/prd.4181,https://pubmed.ncbi.nlm.nih.gov/31613950/,"""mineross"""
Ridge Augmentation Comparing an Allograft Plus Autogenous Bone Chips to an Osteoinductive Demineralized Bone Matrix: A Clinical and Histologic Study in Humans.,Patel A; Greenwell H; Hill M; Shumway B; Radmall A,2019,Implant Dent,NC,10.1097/ID.0000000000000925,https://pubmed.ncbi.nlm.nih.gov/31246662/,"""mineross"""
Effect of Electrohydraulic Extracorporeal Shockwave Therapy on the Repair of Bone Defects Grafted With Particulate Allografts.,Ozkan E; Bereket MC; Senel E; Onger ME,2019,J Craniofac Surg,NC,10.1097/SCS.0000000000005213,https://pubmed.ncbi.nlm.nih.gov/31166268/,"""mineross"""
Comparison of Different Bone Filling Materials and Resorbable Membranes by Means of Micro-Tomography. A Preliminary Study in Rabbits.,Fernandez-Bodereau E; Dedossi G; Ortega Asencio V; Fernandez-Dominguez M; Gehrke SA; Aragoneses JM; Calvo-Guirado JL,2019,Materials (Basel),NC,10.3390/ma12081197,https://pubmed.ncbi.nlm.nih.gov/31013766/,"""mineross"""
